model,experiment,year,nbp_global_mean
CLM-FATES,S3,1701,5.1989173e-11
CLM-FATES,S3,1702,-7.128409e-12
CLM-FATES,S3,1703,-2.0290122e-11
CLM-FATES,S3,1704,1.0223269e-10
CLM-FATES,S3,1705,-7.828651e-11
CLM-FATES,S3,1706,-4.3243235e-12
CLM-FATES,S3,1707,4.365421e-11
CLM-FATES,S3,1708,1.8015719e-11
CLM-FATES,S3,1709,3.8717904e-11
CLM-FATES,S3,1710,-3.456443e-11
CLM-FATES,S3,1711,1.3045169e-10
CLM-FATES,S3,1712,-1.6254205e-10
CLM-FATES,S3,1713,1.409906e-11
CLM-FATES,S3,1714,5.5498356e-11
CLM-FATES,S3,1715,-9.907558e-11
CLM-FATES,S3,1716,-1.1696023e-10
CLM-FATES,S3,1717,4.7116738e-11
CLM-FATES,S3,1718,2.0200012e-10
CLM-FATES,S3,1719,-5.9261394e-11
CLM-FATES,S3,1720,1.2613845e-10
CLM-FATES,S3,1721,1.2595042e-10
CLM-FATES,S3,1722,4.7350273e-11
CLM-FATES,S3,1723,4.6390846e-11
CLM-FATES,S3,1724,1.5717334e-10
CLM-FATES,S3,1725,-4.1670892e-11
CLM-FATES,S3,1726,4.435507e-11
CLM-FATES,S3,1727,1.10457095e-10
CLM-FATES,S3,1728,8.827807e-11
CLM-FATES,S3,1729,1.1360555e-10
CLM-FATES,S3,1730,2.236966e-11
CLM-FATES,S3,1731,1.8047935e-10
CLM-FATES,S3,1732,-1.0375147e-10
CLM-FATES,S3,1733,5.0378045e-11
CLM-FATES,S3,1734,7.727814e-11
CLM-FATES,S3,1735,-8.871257e-11
CLM-FATES,S3,1736,-1.089663e-10
CLM-FATES,S3,1737,7.241142e-11
CLM-FATES,S3,1738,2.2195258e-10
CLM-FATES,S3,1739,-4.952649e-11
CLM-FATES,S3,1740,1.1231499e-10
CLM-FATES,S3,1741,9.927583e-11
CLM-FATES,S3,1742,3.3871277e-11
CLM-FATES,S3,1743,2.6077945e-11
CLM-FATES,S3,1744,1.2094643e-10
CLM-FATES,S3,1745,-5.264562e-11
CLM-FATES,S3,1746,-3.3958854e-12
CLM-FATES,S3,1747,6.794811e-11
CLM-FATES,S3,1748,2.8915209e-11
CLM-FATES,S3,1749,6.649176e-11
CLM-FATES,S3,1750,-9.854573e-12
CLM-FATES,S3,1751,1.3160358e-10
CLM-FATES,S3,1752,-1.495117e-10
CLM-FATES,S3,1753,1.740518e-11
CLM-FATES,S3,1754,6.643845e-11
CLM-FATES,S3,1755,-1.315329e-10
CLM-FATES,S3,1756,-1.2767536e-10
CLM-FATES,S3,1757,3.0034294e-11
CLM-FATES,S3,1758,1.8758944e-10
CLM-FATES,S3,1759,-8.612792e-11
CLM-FATES,S3,1760,8.688723e-11
CLM-FATES,S3,1761,9.26638e-11
CLM-FATES,S3,1762,2.8017524e-11
CLM-FATES,S3,1763,-1.4246442e-11
CLM-FATES,S3,1764,9.728159e-11
CLM-FATES,S3,1765,-7.549106e-11
CLM-FATES,S3,1766,8.168658e-12
CLM-FATES,S3,1767,6.708114e-11
CLM-FATES,S3,1768,3.9131795e-11
CLM-FATES,S3,1769,8.968498e-11
CLM-FATES,S3,1770,-3.8031613e-11
CLM-FATES,S3,1771,9.963517e-11
CLM-FATES,S3,1772,-1.8885325e-10
CLM-FATES,S3,1773,-1.11061715e-11
CLM-FATES,S3,1774,4.368316e-12
CLM-FATES,S3,1775,-1.6329443e-10
CLM-FATES,S3,1776,-1.5492575e-10
CLM-FATES,S3,1777,1.5149956e-11
CLM-FATES,S3,1778,1.6315517e-10
CLM-FATES,S3,1779,-1.01699066e-10
CLM-FATES,S3,1780,8.838664e-11
CLM-FATES,S3,1781,8.500354e-11
CLM-FATES,S3,1782,3.1468574e-11
CLM-FATES,S3,1783,2.008216e-11
CLM-FATES,S3,1784,1.0242082e-10
CLM-FATES,S3,1785,-4.7217997e-11
CLM-FATES,S3,1786,4.1945336e-11
CLM-FATES,S3,1787,9.313931e-11
CLM-FATES,S3,1788,6.8823953e-11
CLM-FATES,S3,1789,1.1078219e-10
CLM-FATES,S3,1790,1.2431045e-11
CLM-FATES,S3,1791,1.688898e-10
CLM-FATES,S3,1792,-9.8070246e-11
CLM-FATES,S3,1793,9.57015e-11
CLM-FATES,S3,1794,1.4684158e-10
CLM-FATES,S3,1795,-4.0064247e-11
CLM-FATES,S3,1796,-3.6319118e-11
CLM-FATES,S3,1797,1.14063765e-10
CLM-FATES,S3,1798,2.7839492e-10
CLM-FATES,S3,1799,2.0324986e-11
CLM-FATES,S3,1800,1.9730156e-10
CLM-FATES,S3,1801,2.0476276e-10
CLM-FATES,S3,1802,1.1518778e-10
CLM-FATES,S3,1803,1.0358373e-10
CLM-FATES,S3,1804,1.915824e-10
CLM-FATES,S3,1805,3.1131177e-11
CLM-FATES,S3,1806,1.1352496e-10
CLM-FATES,S3,1807,1.41665e-10
CLM-FATES,S3,1808,1.3794013e-10
CLM-FATES,S3,1809,1.526902e-10
CLM-FATES,S3,1810,2.8484305e-11
CLM-FATES,S3,1811,1.8769479e-10
CLM-FATES,S3,1812,-8.751052e-11
CLM-FATES,S3,1813,1.052353e-10
CLM-FATES,S3,1814,1.2176164e-10
CLM-FATES,S3,1815,-5.3263612e-11
CLM-FATES,S3,1816,-4.9226526e-11
CLM-FATES,S3,1817,8.6213835e-11
CLM-FATES,S3,1818,2.3212454e-10
CLM-FATES,S3,1819,-2.2249749e-11
CLM-FATES,S3,1820,1.3140584e-10
CLM-FATES,S3,1821,1.3312766e-10
CLM-FATES,S3,1822,4.2029824e-11
CLM-FATES,S3,1823,3.4338157e-11
CLM-FATES,S3,1824,1.1888444e-10
CLM-FATES,S3,1825,-6.255068e-11
CLM-FATES,S3,1826,2.5917254e-12
CLM-FATES,S3,1827,5.7115607e-11
CLM-FATES,S3,1828,2.8170022e-11
CLM-FATES,S3,1829,4.624047e-11
CLM-FATES,S3,1830,-4.3817686e-11
CLM-FATES,S3,1831,1.0238716e-10
CLM-FATES,S3,1832,-1.7819972e-10
CLM-FATES,S3,1833,1.3755894e-12
CLM-FATES,S3,1834,4.582928e-11
CLM-FATES,S3,1835,-1.384295e-10
CLM-FATES,S3,1836,-1.3766184e-10
CLM-FATES,S3,1837,1.1749758e-11
CLM-FATES,S3,1838,1.7802454e-10
CLM-FATES,S3,1839,-8.361358e-11
CLM-FATES,S3,1840,8.834009e-11
CLM-FATES,S3,1841,9.200483e-11
CLM-FATES,S3,1842,1.9093232e-11
CLM-FATES,S3,1843,3.524343e-11
CLM-FATES,S3,1844,1.0281387e-10
CLM-FATES,S3,1845,-5.0004185e-11
CLM-FATES,S3,1846,2.30205e-11
CLM-FATES,S3,1847,8.304244e-11
CLM-FATES,S3,1848,7.080897e-11
CLM-FATES,S3,1849,8.2502984e-11
CLM-FATES,S3,1850,-2.4307818e-11
CLM-FATES,S3,1851,1.4235384e-10
CLM-FATES,S3,1852,-6.976387e-12
CLM-FATES,S3,1853,-4.719954e-11
CLM-FATES,S3,1854,2.5026389e-11
CLM-FATES,S3,1855,-1.1547513e-10
CLM-FATES,S3,1856,-4.8391995e-11
CLM-FATES,S3,1857,1.3326955e-11
CLM-FATES,S3,1858,-2.4953567e-11
CLM-FATES,S3,1859,-2.8109256e-11
CLM-FATES,S3,1860,-1.1914597e-10
CLM-FATES,S3,1861,5.033232e-11
CLM-FATES,S3,1862,-2.2149634e-10
CLM-FATES,S3,1863,-8.274222e-11
CLM-FATES,S3,1864,-3.8113068e-11
CLM-FATES,S3,1865,-2.1500397e-10
CLM-FATES,S3,1866,-2.144274e-10
CLM-FATES,S3,1867,-6.212708e-11
CLM-FATES,S3,1868,1.2693045e-10
